termName,termDescription
프로텍티브풋,보유 주식의 하락 위험을 막기 위해 풋옵션을 매수하는 전략입니다.
버터플라이스프레드,3개의 서로 다른 행사가격 옵션을 조합한 전략입니다.
콘도르스프레드,4개의 서로 다른 행사가격 옵션을 조합한 전략입니다.
수직스프레드,만기는 같고 행사가격이 다른 옵션을 조합한 전략입니다.
수평스프레드,행사가격은 같고 만기가 다른 옵션을 조합한 전략입니다.
대각스프레드,행사가격과 만기가 모두 다른 옵션을 조합한 전략입니다.
금리스왑,고정금리와 변동금리를 교환하는 스왑 계약입니다.
통화스왑,서로 다른 통화의 원금과 이자를 교환하는 계약입니다.
신용부도스왑,채무불이행 위험을 거래하는 파생상품입니다.
선도계약,미래 특정 시점에 미리 정한 가격으로 자산을 거래하기로 약정하는 계약입니다.
장외파생상품,거래소를 거치지 않고 당사자 간 직접 거래되는 파생상품입니다.
장내파생상품,거래소에서 표준화된 계약으로 거래되는 파생상품입니다.
차익거래,동일하거나 유사한 자산의 가격 차이를 이용하여 무위험 수익을 추구하는 거래입니다.
헤지펀드,다양한 투자 전략과 파생상품을 활용하여 절대 수익을 추구하는 펀드입니다.
알고리즘트레이딩,컴퓨터 알고리즘을 이용하여 자동으로 주문을 내고 거래하는 방식입니다.
고빈도거래,초단위로 대량의 주문을 내고 미세한 가격 차이를 이용하는 거래 기법입니다.
공매도,보유하지 않은 주식을 빌려서 먼저 팔고 나중에 되사는 투자 기법입니다.
합성포지션,여러 파생상품을 조합하여 다른 자산과 동일한 손익 구조를 만드는 것입니다.
바이너리옵션,만기 시 사전에 정해진 금액을 지급하거나 아무것도 받지 못하는 옵션입니다.
배리어옵션,기초자산 가격이 특정 수준에 도달하면 행사되거나 소멸되는 옵션입니다.
아시안옵션,행사가격이 만기 전 일정 기간의 평균 가격으로 결정되는 옵션입니다.
룩백옵션,만기 전 가장 유리한 가격으로 행사할 수 있는 옵션입니다.
디지털옵션,기초자산 가격이 특정 조건을 만족하면 고정 금액을 지급하는 옵션입니다.
녹인옵션,기초자산 가격이 특정 수준에 도달하면 행사 가능해지는 옵션입니다.
녹아웃옵션,기초자산 가격이 특정 수준에 도달하면 소멸되는 옵션입니다.
변동성거래,변동성의 변화에 베팅하는 거래 전략입니다.
캘린더스프레드,만기가 다른 옵션을 조합하여 시간 가치 변화를 이용하는 전략입니다.
레이쇼스프레드,서로 다른 수량의 옵션을 조합한 전략입니다.
박스스프레드,콜과 풋 스프레드를 결합한 무위험 차익거래 전략입니다.
컨버전,"현물 매수와 콜 매도, 풋 매수를 결합한 차익거래입니다."
리버설,"현물 매도와 콜 매수, 풋 매도를 결합한 차익거래입니다."
신세틱롱,콜 매수와 풋 매도로 현물 매수와 동일한 손익 구조를 만드는 것입니다.
신세틱숏,콜 매도와 풋 매수로 현물 매도와 동일한 손익 구조를 만드는 것입니다.
REITs,"부동산투자신탁으로, 다수의 투자자로부터 자금을 모아 부동산에 투자하고 수익을 배당하는 상품입니다."
PF대출,"프로젝트파이낸싱 대출로, 부동산 개발사업의 미래 수익을 담보로 제공되는 대출입니다."
브릿지론,단기 자금이 필요할 때 다음 자금 조달까지 연결해주는 임시 대출입니다.
메자닌,"선순위와 후순위 중간 단계의 투자로, 위험과 수익이 중간 수준입니다."
선순위,채권이나 대출에서 우선적으로 상환받을 권리가 있는 지위입니다.
후순위,"선순위 채권자들이 먼저 상환받은 후에 상환받는 지위로, 위험이 높고 수익률도 높습니다."
NPL,"부실채권으로, 연체 등으로 회수가 어려운 채권입니다."
LTV,"주택담보대출비율로, 주택 가격 대비 대출 가능 금액의 비율입니다."
DTI,"총부채상환비율로, 연간 소득 대비 모든 부채의 연간 원리금 상환액 비율입니다."
DSR,"총부채원리금상환비율로, 소득 대비 모든 금융부채의 원리금 상환액 비율입니다."
담보인정비율,담보물의 감정가 중 실제 담보로 인정되는 비율입니다.
주택담보대출,주택을 담보로 제공하고 받는 대출입니다.
신용대출,담보 없이 개인의 신용을 바탕으로 받는 대출입니다.
전세자금대출,전세 보증금 마련을 위해 받는 대출입니다.
중도금대출,주택 구입 시 분양가의 일부를 지급하기 위한 대출입니다.
경매,법원이 채무자의 부동산을 강제로 매각하는 절차입니다.
공매,국세청이나 한국자산관리공사 등이 채권 회수를 위해 부동산을 매각하는 절차입니다.
낙찰,경매나 공매에서 최고가로 입찰하여 부동산을 취득하는 것입니다.
유찰,경매나 공매에서 입찰자가 없거나 최저가에 미달하여 매각이 불발되는 것입니다.
감정가,법원이나 감정평가사가 평가한 부동산의 가치입니다.
최저입찰가,경매나 공매에서 입찰할 수 있는 최소 금액입니다.
재건축,노후 건물을 철거하고 새로 건축하는 사업입니다.
재개발,낙후된 지역을 철거하고 새로 개발하는 사업입니다.
리모델링,기존 건물을 철거하지 않고 개보수하여 성능을 향상시키는 것입니다.
조합원,재건축이나 재개발 조합에 가입한 구성원입니다.
일반분양,조합원이 아닌 일반인에게 분양하는 물량입니다.
분양권,분양 계약을 체결하고 받은 입주 권리입니다.
입주권,조합원이 재건축이나 재개발로 받게 되는 입주 권리입니다.
전매제한,일정 기간 동안 분양권이나 입주권을 타인에게 양도할 수 없도록 제한하는 것입니다.
분양가상한제,정부가 분양가를 일정 수준으로 제한하는 제도입니다.
청약가점제,"청약 시 무주택 기간, 부양가족 수 등을 점수로 환산하여 당첨자를 선정하는 방식입니다."
청약통장,주택 청약을 위해 가입하는 적금 통장입니다.
투기과열지구,주택 가격이 급등하여 정부가 지정한 규제 지역입니다.
조정대상지역,주택 시장 과열 우려가 있어 정부가 지정한 규제 지역입니다.
토지거래허가구역,투기 억제를 위해 토지 거래 시 허가를 받아야 하는 지역입니다.
분양가연동제,분양가를 시장 가격에 연동하여 결정하는 제도입니다.
후분양제,건물을 완공한 후 분양하는 제도입니다.
선분양제,건물을 짓기 전에 분양하는 현행 제도입니다.
프리미엄,분양권이나 입주권의 시세가 분양가보다 높은 차액입니다.
역프리미엄,분양권이나 입주권의 시세가 분양가보다 낮은 차액입니다.
갭투자,전세가와 매매가의 차이가 적을 때 소액으로 부동산을 구입하는 투자 방식입니다.
전세가율,매매가 대비 전세가의 비율입니다.
임대수익률,부동산 투자로 얻는 연간 임대 수익을 투자 금액으로 나눈 비율입니다.
실거래가,실제로 거래된 부동산의 가격입니다.
공시가격,"정부가 공시한 부동산의 가격으로, 세금 부과 기준이 됩니다."
공시지가,정부가 공시한 토지의 가격입니다.
기준시가,상속세나 증여세 산정의 기준이 되는 부동산 가격입니다.
취득세,부동산을 취득할 때 내는 세금입니다.
재산세,매년 부동산을 보유하고 있으면 내는 세금입니다.
종합부동산세,일정 금액 이상의 부동산을 보유하면 내는 세금입니다.
양도소득세,부동산을 양도하여 이익이 발생하면 내는 세금입니다.
1세대1주택,"1가구가 1채의 주택만을 보유한 상태로, 세금 감면 혜택이 있습니다."
다주택자,"2채 이상의 주택을 보유한 사람으로, 세금이 중과됩니다."
임대사업자,주택을 임대하는 사업을 등록한 사업자입니다.
장기임대,"일정 기간 이상 임대하는 것으로, 세금 감면 혜택이 있습니다."
단기임대,짧은 기간 동안 임대하는 것입니다.
월세,매월 일정 금액을 지불하는 임대 방식입니다.
전세,일정 금액의 보증금을 맡기고 주택을 임대하는 방식입니다.
반전세,보증금과 월세를 결합한 임대 방식입니다.
전세권,전세금을 지급하고 주택을 사용할 수 있는 법적 권리입니다.
임차권,임대차 계약을 통해 주택을 사용할 수 있는 권리입니다.
전입신고,주소지 이전을 관할 관청에 신고하는 것입니다.
확정일자,"임대차 계약서에 날짜를 공적으로 확정받는 것으로, 대항력을 갖습니다."
대항력,임대인이 바뀌어도 임차인의 권리를 주장할 수 있는 법적 효력입니다.
우선변제권,경매 시 다른 채권자보다 우선하여 보증금을 돌려받을 수 있는 권리입니다.
임대차보호법,임차인의 권리를 보호하기 위한 법률입니다.
계약갱신청구권,임차인이 임대 계약 만료 시 재계약을 요구할 수 있는 권리입니다.
전월세상한제,임대료 인상 폭을 일정 비율로 제한하는 제도입니다.
ESG,"환경(Environment), 사회(Social), 지배구조(Governance)를 고려한 지속가능경영을 의미합니다."
지속가능경영,"환경, 사회, 경제적 가치를 균형있게 추구하는 경영 방식입니다."
탄소중립,온실가스 배출량과 흡수량을 같게 하여 순배출량을 제로로 만드는 것입니다.
탄소배출권,"온실가스를 배출할 수 있는 권리로, 거래가 가능합니다."
탄소발자국,개인이나 기업의 활동에서 발생하는 온실가스 배출량을 나타낸 지표입니다.
녹색금융,환경 보호와 지속가능발전을 지원하는 금융 활동입니다.
그린본드,환경 프로젝트에 자금을 조달하기 위해 발행하는 채권입니다.
소셜본드,사회적 문제 해결을 위한 프로젝트에 자금을 조달하기 위해 발행하는 채권입니다.
지속가능채권,환경과 사회적 프로젝트 모두에 사용될 수 있는 채권입니다.
그린워싱,실제로는 친환경적이지 않으면서 친환경인 것처럼 홍보하는 허위 마케팅입니다.
RE100,기업이 사용하는 전력의 100%를 재생에너지로 충당하겠다는 캠페인입니다.
